Policyid,policyeffyr,month,underwriter,premium,coverage,irpm,loss ratio,sales manager,state,reason1,reason2,action selected
3565,2013,Feb,Abbie,18039,contents,1.14,94%,Dedu,VA,loss ratio>40%,has irpm,add debit
3566,2015,May,Aseda,38247,home,0.67,68%,Odeneho,NC,loss ratio>40%,has irpm,no action
3567,2013,Sep,Bella,22688,auto,1.88,85%,Odeneho,NJ,loss ratio>40%,has irpm,add debit
3568,2010,May,Janice,36655,contents,1.2,86%,Dedu,KY,loss ratio>40%,has irpm,add debit
3569,2013,Feb,Francis,34213,auto,1.71,77%,Dedu,PA,loss ratio>40%,has irpm,add debit
3570,2015,Feb,Priscilla,21348,building,0.74,8%,Odeneho,NC,,has irpm,add credit
3571,2014,Dec,Franca,27164,products,1.78,81%,Odeneho,GA,loss ratio>40%,has irpm,add debit
3572,2015,May,Alex,45978,auto,1.73,47%,Dedu,VA,loss ratio>40%,has irpm,no action
3573,2013,Jan,Ama,20479,contents,1.63,90%,Ayikple,TX,loss ratio>40%,has irpm,add debit
3574,2013,Jul,Adjoa,40990,contents,1.93,68%,Odeneho,TN,loss ratio>40%,has irpm,no action
3575,2011,Apr,Ben,38090,home,1.49,44%,Dedu,NC,loss ratio>40%,has irpm,no action
3576,2015,Jul,Dan,44334,products,1.23,75%,Ayikple,TX,loss ratio>40%,has irpm,add debit
3577,2013,Dec,Mina,24008,products,1.53,62%,Ayikple,WI,loss ratio>40%,has irpm,no action
3578,2015,Apr,Abena,37399,auto,0.88,75%,Ayikple,GA,loss ratio>40%,has irpm,no action
3579,2010,Sep,David,28773,home,1.45,85%,Ayikple,NY,loss ratio>40%,has irpm,add debit
3580,2014,Jul,Ekow,12747,home,0.59,28%,Ayikple,NY,,has irpm,add credit
3581,2015,Jan,Kwasi,40976,auto,1.86,82%,Dedu,GA,loss ratio>40%,has irpm,add debit
3582,2013,Jun,Kwabena,26521,home,1.87,90%,Dedu,NC,loss ratio>40%,has irpm,add debit
3583,2011,May,Emefa,46977,home,0.75,96%,Ayikple,FL,loss ratio>40%,has irpm,no action
3584,2011,Jun,Abbie,12007,products,1.27,87%,Ayikple,SC,loss ratio>40%,has irpm,add debit
3585,2015,Nov,Aseda,49367,home,1.75,90%,Ayikple,SC,loss ratio>40%,has irpm,add debit
3586,2013,Jun,Bella,22828,contents,1.34,10%,Odeneho,VA,,has irpm,add credit
3587,2015,Jun,Janice,6468,home,1.98,21%,Dedu,SC,,has irpm,add credit
3588,2010,Mar,Francis,2703,home,1.5,59%,Ayikple,IL,loss ratio>40%,has irpm,no action
3589,2010,Apr,Priscilla,7794,building,1.52,85%,Odeneho,NJ,loss ratio>40%,has irpm,add debit
3590,2010,Dec,Franca,19777,contents,1.54,17%,Odeneho,NY,,has irpm,add credit
3591,2010,Feb,Alex,6720,building,0.79,41%,Ayikple,MN,loss ratio>40%,has irpm,no action
3592,2011,Nov,Ama,43737,contents,1.34,80%,Odeneho,MN,loss ratio>40%,has irpm,add debit
3593,2012,Mar,Adjoa,13267,building,1.46,94%,Dedu,WI,loss ratio>40%,has irpm,add debit
3594,2014,Apr,Ben,46194,home,1.47,63%,Odeneho,MN,loss ratio>40%,has irpm,no action
3595,2012,May,Dan,24457,home,0.99,7%,Dedu,WI,,has irpm,add credit
3596,2015,Mar,Mina,42898,home,0.72,3%,Odeneho,GA,,has irpm,add credit
3597,2013,May,Abena,28196,building,1.83,95%,Odeneho,MD,loss ratio>40%,has irpm,add debit
3598,2012,Mar,David,7857,auto,1.6,92%,Ayikple,TX,loss ratio>40%,has irpm,add debit
3599,2012,Oct,Ekow,14709,products,1.6,43%,Odeneho,IL,loss ratio>40%,has irpm,no action
3600,2010,Mar,Kwasi,4143,home,1.48,88%,Dedu,NY,loss ratio>40%,has irpm,add debit
3601,2015,Feb,Kwabena,31477,home,1.55,46%,Dedu,FL,loss ratio>40%,has irpm,no action
3602,2013,Aug,Emefa,44462,auto,1.26,18%,Odeneho,GA,,has irpm,add credit
3603,2015,Aug,Abbie,17794,contents,1.41,96%,Odeneho,TN,loss ratio>40%,has irpm,add debit
3604,2013,Jul,Aseda,16849,auto,0.99,72%,Ayikple,KY,loss ratio>40%,has irpm,no action
3605,2014,Oct,Bella,12799,home,1.64,8%,Odeneho,NY,,has irpm,add credit
3606,2015,Nov,Janice,32461,products,1.34,47%,Dedu,TX,loss ratio>40%,has irpm,no action
3607,2014,Jul,Francis,29396,auto,1.98,96%,Dedu,MN,loss ratio>40%,has irpm,add debit
3608,2012,Apr,Priscilla,18942,auto,1.42,29%,Odeneho,PA,,has irpm,add credit
3609,2014,Apr,Franca,5989,building,1.57,27%,Odeneho,FL,,has irpm,add credit
3610,2012,Nov,Alex,8724,home,1.36,11%,Ayikple,MD,,has irpm,add credit
3611,2015,Jun,Ama,18404,contents,1.47,79%,Ayikple,KY,loss ratio>40%,has irpm,add debit
3612,2015,Sep,Adjoa,33087,building,1.33,7%,Ayikple,NY,,has irpm,add credit
3613,2010,Oct,Ben,35301,building,0.62,1%,Ayikple,MD,,has irpm,add credit
3614,2012,Oct,Dan,43473,products,0.69,21%,Ayikple,IL,,has irpm,add credit
3615,2015,Mar,Mina,17027,contents,1.57,80%,Odeneho,TN,loss ratio>40%,has irpm,add debit
3616,2010,Sep,Abena,20866,auto,1.46,8%,Ayikple,MD,,has irpm,add credit
3617,2011,Sep,David,5109,contents,1.32,87%,Ayikple,KY,loss ratio>40%,has irpm,add debit
3618,2011,Nov,Ekow,34148,home,1.85,4%,Odeneho,NJ,,has irpm,add credit
3619,2010,Oct,Kwasi,49500,home,0.62,58%,Ayikple,NJ,loss ratio>40%,has irpm,no action
3620,2015,Sep,Kwabena,38121,contents,0.85,20%,Dedu,NJ,,has irpm,add credit
3621,2014,Apr,Emefa,24546,building,1.84,47%,Odeneho,NY,loss ratio>40%,has irpm,no action
3622,2015,Jun,Abbie,48853,auto,1.85,27%,Odeneho,MN,,has irpm,add credit
3623,2010,Sep,Aseda,18899,auto,1.94,72%,Ayikple,MD,loss ratio>40%,has irpm,add debit
3624,2012,Nov,Bella,30539,products,0.78,28%,Odeneho,PA,,has irpm,add credit
3625,2013,Mar,Janice,32805,home,1.74,25%,Ayikple,TX,,has irpm,add credit
3626,2014,May,Francis,14273,auto,0.68,12%,Odeneho,NC,,has irpm,add credit
3627,2012,Jul,Priscilla,30000,auto,1.89,39%,Odeneho,PA,,has irpm,add credit
3628,2012,Jul,Franca,33852,contents,1.87,42%,Dedu,IL,loss ratio>40%,has irpm,no action
3629,2014,Apr,Alex,32666,building,1.83,90%,Dedu,PA,loss ratio>40%,has irpm,add debit
3630,2015,Oct,Ama,5804,building,0.66,38%,Ayikple,GA,,has irpm,add credit
3631,2015,Jan,Adjoa,23432,contents,1.43,69%,Ayikple,NJ,loss ratio>40%,has irpm,no action
3632,2015,May,Ben,39322,auto,0.75,26%,Dedu,NJ,,has irpm,add credit
3633,2014,Dec,Dan,27384,products,0.77,13%,Odeneho,TN,,has irpm,add credit
3634,2012,Sep,Mina,9430,contents,1.12,67%,Dedu,GA,loss ratio>40%,has irpm,no action
3635,2012,Jan,Abena,24852,auto,1.01,37%,Ayikple,SC,,has irpm,add credit
3636,2010,Aug,David,44871,building,1.23,13%,Ayikple,NY,,has irpm,add credit
3637,2011,Dec,Ekow,26845,contents,1.34,74%,Dedu,TX,loss ratio>40%,has irpm,add debit
3638,2014,Jul,Kwasi,3939,products,0.93,81%,Ayikple,IL,loss ratio>40%,has irpm,no action
3639,2015,Jul,Kwabena,3507,contents,1.88,30%,Odeneho,IL,,has irpm,add credit
3640,2012,Jun,Emefa,31619,home,1.74,14%,Odeneho,FL,,has irpm,add credit
3641,2011,Feb,Abbie,12638,home,0.77,25%,Dedu,NY,,has irpm,add credit
3642,2011,Feb,Aseda,19200,products,1.08,34%,Dedu,GA,,has irpm,add credit
3643,2013,Mar,Bella,36369,auto,0.81,69%,Dedu,SC,loss ratio>40%,has irpm,no action
3644,2015,Nov,Janice,7176,building,0.57,100%,Dedu,TX,loss ratio>40%,has irpm,no action
3645,2015,Sep,Francis,30698,products,2,78%,Ayikple,GA,loss ratio>40%,has irpm,add debit
3646,2010,Dec,Priscilla,17104,home,1.73,75%,Odeneho,MD,loss ratio>40%,has irpm,add debit
3647,2010,Apr,Franca,12293,home,1.4,95%,Dedu,TX,loss ratio>40%,has irpm,add debit
3648,2014,Jul,Alex,32574,contents,1.48,96%,Ayikple,NJ,loss ratio>40%,has irpm,add debit
3649,2010,Jun,Ama,41984,auto,1.8,35%,Dedu,VA,,has irpm,add credit
3650,2011,Oct,Adjoa,15988,auto,1.13,16%,Odeneho,SC,,has irpm,add credit
3651,2014,Nov,Ben,39339,products,1.73,68%,Dedu,WI,loss ratio>40%,has irpm,no action
3652,2014,Oct,Dan,19295,auto,1.47,73%,Odeneho,NC,loss ratio>40%,has irpm,add debit
3653,2012,Jan,Mina,36003,contents,1.12,10%,Odeneho,FL,,has irpm,add credit
3654,2013,Dec,Abena,18247,contents,0.61,36%,Odeneho,SC,,has irpm,add credit
3655,2015,Dec,David,4978,home,0.99,41%,Dedu,MD,loss ratio>40%,has irpm,no action
3656,2014,Jun,Ekow,27800,building,0.51,78%,Dedu,NJ,loss ratio>40%,has irpm,no action
3657,2012,Mar,Kwasi,8225,building,1.53,39%,Odeneho,GA,,has irpm,add credit
3658,2013,Dec,Kwabena,43176,home,0.62,99%,Dedu,NY,loss ratio>40%,has irpm,no action
3659,2013,Oct,Emefa,40695,building,0.74,17%,Ayikple,SC,,has irpm,add credit
3660,2010,Oct,Abbie,9259,building,1.73,29%,Odeneho,TX,,has irpm,add credit
3661,2010,Nov,Aseda,17513,products,1.85,14%,Odeneho,WI,,has irpm,add credit
3662,2010,Apr,Bella,2857,contents,0.77,99%,Odeneho,TN,loss ratio>40%,has irpm,no action
3663,2011,Nov,Janice,11812,home,1.27,84%,Dedu,VA,loss ratio>40%,has irpm,add debit
3664,2014,Apr,Francis,14645,contents,0.98,70%,Odeneho,TN,loss ratio>40%,has irpm,no action
3665,2012,Apr,Priscilla,46150,products,0.89,76%,Dedu,IL,loss ratio>40%,has irpm,no action
3666,2013,Mar,Franca,4035,contents,0.78,39%,Ayikple,PA,,has irpm,add credit
3667,2010,Aug,Alex,12644,building,1.61,96%,Dedu,TN,loss ratio>40%,has irpm,add debit
3668,2015,May,Ama,37185,auto,0.68,55%,Dedu,MN,loss ratio>40%,has irpm,no action
3669,2013,Mar,Adjoa,34811,auto,0.83,25%,Dedu,SC,,has irpm,add credit
3670,2015,Jun,Ben,14222,home,0.84,34%,Odeneho,IL,,has irpm,add credit
3671,2015,Apr,Dan,2624,building,1.74,60%,Odeneho,TX,loss ratio>40%,has irpm,no action
3672,2011,Oct,Mina,42625,auto,1.71,99%,Odeneho,NC,loss ratio>40%,has irpm,add debit
3673,2015,Apr,Abena,43698,products,1.08,3%,Ayikple,TN,,has irpm,add credit
3674,2011,Aug,David,8196,products,1.12,69%,Dedu,SC,loss ratio>40%,has irpm,no action
3675,2014,Dec,Ekow,3882,home,1.19,49%,Ayikple,IL,loss ratio>40%,has irpm,no action
3676,2014,Jun,Kwasi,2443,home,1.06,36%,Ayikple,MN,,has irpm,add credit
3677,2013,Sep,Kwabena,45961,products,1.14,42%,Dedu,NY,loss ratio>40%,has irpm,no action
3678,2014,May,Emefa,12971,home,0.59,99%,Odeneho,NY,loss ratio>40%,has irpm,no action
3679,2012,Dec,Abbie,7796,auto,0.61,73%,Dedu,PA,loss ratio>40%,has irpm,no action
3680,2013,Jun,Aseda,30146,contents,1.54,14%,Ayikple,VA,,has irpm,add credit
3681,2014,Mar,Bella,11842,products,1.67,89%,Odeneho,PA,loss ratio>40%,has irpm,add debit
3682,2015,Jul,Janice,8903,contents,1.23,47%,Dedu,TN,loss ratio>40%,has irpm,no action
3683,2012,Jan,Francis,29765,building,0.52,3%,Odeneho,GA,,has irpm,add credit
3684,2012,Aug,Priscilla,31645,home,1.17,11%,Dedu,FL,,has irpm,add credit
3685,2013,Jun,Franca,11272,contents,1.14,85%,Odeneho,NJ,loss ratio>40%,has irpm,add debit
3686,2015,Sep,Alex,41738,auto,1.8,36%,Ayikple,PA,,has irpm,add credit
3687,2012,Apr,Ama,18198,home,1.51,91%,Odeneho,GA,loss ratio>40%,has irpm,add debit
3688,2014,Jul,Adjoa,46633,contents,1.85,25%,Dedu,WI,,has irpm,add credit
3689,2011,Dec,Ben,19159,contents,1.76,15%,Odeneho,VA,,has irpm,add credit
3690,2010,Jun,Dan,18829,products,0.63,63%,Ayikple,IL,loss ratio>40%,has irpm,no action
3691,2014,Nov,Mina,35559,auto,1.89,76%,Ayikple,TN,loss ratio>40%,has irpm,add debit
3692,2015,Mar,Abena,7029,contents,0.84,86%,Dedu,SC,loss ratio>40%,has irpm,no action
3693,2010,May,David,29219,building,1.69,44%,Dedu,PA,loss ratio>40%,has irpm,no action
3694,2012,Oct,Ekow,10907,building,1.95,33%,Ayikple,NY,,has irpm,add credit
3695,2014,Jul,Kwasi,25583,home,1.67,39%,Odeneho,GA,,has irpm,add credit
3696,2015,Apr,Kwabena,22866,auto,0.71,18%,Dedu,IL,,has irpm,add credit
3697,2011,Jul,Emefa,11948,home,1.41,78%,Odeneho,TX,loss ratio>40%,has irpm,add debit
3698,2015,Apr,Abbie,49902,home,1.92,26%,Dedu,SC,,has irpm,add credit
3699,2010,Sep,Aseda,9416,products,1.23,80%,Dedu,TX,loss ratio>40%,has irpm,add debit
3700,2010,May,Bella,18861,contents,1.19,71%,Ayikple,WI,loss ratio>40%,has irpm,add debit
3701,2012,Jul,Janice,10060,products,1.54,15%,Dedu,FL,,has irpm,add credit
3702,2012,Feb,Francis,16213,contents,2,60%,Odeneho,IL,loss ratio>40%,has irpm,no action
3703,2013,Jun,Priscilla,14515,building,1.73,15%,Dedu,VA,,has irpm,add credit
3704,2015,Aug,Franca,12778,contents,1.12,21%,Odeneho,SC,,has irpm,add credit
3705,2010,Feb,Alex,23574,home,1.68,90%,Ayikple,SC,loss ratio>40%,has irpm,add debit
3706,2010,Mar,Ama,32281,home,0.55,78%,Dedu,NC,loss ratio>40%,has irpm,no action
3707,2014,Dec,Adjoa,45875,auto,1.55,46%,Odeneho,NC,loss ratio>40%,has irpm,no action
3708,2015,Jul,Ben,6427,contents,1.05,41%,Ayikple,TN,loss ratio>40%,has irpm,no action
3709,2014,Jun,Dan,15965,home,1.18,33%,Dedu,TN,,has irpm,add credit
3710,2011,Dec,Mina,45736,home,1.46,87%,Ayikple,MN,loss ratio>40%,has irpm,add debit
3711,2015,Dec,Abena,13410,auto,1.32,80%,Odeneho,GA,loss ratio>40%,has irpm,add debit
3712,2010,May,David,48282,contents,1.1,26%,Dedu,FL,,has irpm,add credit
3713,2012,Nov,Ekow,22396,products,1.68,71%,Odeneho,PA,loss ratio>40%,has irpm,add debit
3714,2014,Jul,Kwasi,49551,home,1.16,89%,Dedu,NJ,loss ratio>40%,has irpm,add debit
3715,2010,Jul,Kwabena,19545,building,1.23,15%,Dedu,FL,,has irpm,add credit
3716,2012,Nov,Emefa,28318,auto,1.83,47%,Ayikple,TN,loss ratio>40%,has irpm,no action
3717,2014,Dec,Abbie,34675,auto,1.88,11%,Dedu,VA,,has irpm,add credit
3718,2011,Jan,Aseda,32188,contents,0.53,76%,Odeneho,NC,loss ratio>40%,has irpm,no action
3719,2010,Aug,Bella,36675,contents,1.12,58%,Ayikple,MN,loss ratio>40%,has irpm,no action
3720,2013,Jun,Janice,29485,products,0.62,58%,Dedu,MN,loss ratio>40%,has irpm,no action
3721,2011,Sep,Francis,44045,home,1.89,16%,Ayikple,GA,,has irpm,add credit
3722,2012,Oct,Priscilla,15345,home,0.72,14%,Odeneho,IL,,has irpm,add credit
3723,2011,Aug,Franca,44264,contents,0.98,11%,Odeneho,KY,,has irpm,add credit
3724,2011,Nov,Alex,24191,building,1.04,2%,Odeneho,NJ,,has irpm,add credit
3725,2013,Jul,Ama,5180,home,1.85,86%,Ayikple,IL,loss ratio>40%,has irpm,add debit
3726,2013,Feb,Adjoa,13174,building,0.97,88%,Dedu,FL,loss ratio>40%,has irpm,no action
3727,2011,Mar,Ben,37618,building,0.74,88%,Dedu,FL,loss ratio>40%,has irpm,no action
3728,2011,Jun,Dan,29158,building,1.72,43%,Odeneho,MN,loss ratio>40%,has irpm,no action
3729,2014,May,Mina,26846,auto,0.6,32%,Dedu,VA,,has irpm,add credit
3730,2015,Apr,Abena,27359,products,1.49,65%,Dedu,FL,loss ratio>40%,has irpm,no action
3731,2011,Nov,David,41948,contents,1.57,40%,Ayikple,NC,loss ratio>40%,has irpm,no action
3732,2012,May,Ekow,42007,contents,1.54,69%,Dedu,WI,loss ratio>40%,has irpm,no action
3733,2011,Jul,Kwasi,16438,building,0.71,11%,Ayikple,WI,,has irpm,add credit
3734,2013,Jun,Kwabena,43013,contents,0.54,87%,Odeneho,NJ,loss ratio>40%,has irpm,no action
3735,2014,Oct,Emefa,33824,building,1.41,8%,Dedu,TX,,has irpm,add credit
3736,2015,Feb,Abbie,32803,auto,0.99,3%,Dedu,NC,,has irpm,add credit
3737,2013,Nov,Aseda,39965,products,1.62,70%,Ayikple,GA,loss ratio>40%,has irpm,no action
3738,2012,Jul,Bella,43025,auto,1.16,93%,Ayikple,FL,loss ratio>40%,has irpm,add debit
3739,2011,Apr,Janice,34470,contents,1.81,62%,Ayikple,KY,loss ratio>40%,has irpm,no action
3740,2012,Apr,Francis,12023,products,1.07,23%,Odeneho,VA,,has irpm,add credit
3741,2014,Jul,Priscilla,30072,contents,1.26,99%,Ayikple,TX,loss ratio>40%,has irpm,add debit
3742,2010,Feb,Franca,17467,products,1.18,35%,Ayikple,SC,,has irpm,add credit
3743,2015,Nov,Alex,30009,auto,1.44,13%,Ayikple,NJ,,has irpm,add credit
3744,2010,Nov,Ama,43425,building,1.78,61%,Ayikple,NC,loss ratio>40%,has irpm,no action
3745,2014,Jun,Adjoa,45976,building,2,51%,Odeneho,SC,loss ratio>40%,has irpm,no action
3746,2011,Mar,Ben,45036,building,0.6,24%,Odeneho,KY,,has irpm,add credit
3747,2014,Jan,Dan,34446,auto,1.79,14%,Dedu,MD,,has irpm,add credit
3748,2013,Aug,Mina,13241,products,1.74,26%,Ayikple,MN,,has irpm,add credit
3749,2014,Apr,Abena,8421,building,1.51,67%,Dedu,IL,loss ratio>40%,has irpm,no action
3750,2010,Dec,David,5346,products,1.15,46%,Ayikple,NJ,loss ratio>40%,has irpm,no action
3751,2014,Dec,Ekow,27127,contents,0.76,55%,Odeneho,NY,loss ratio>40%,has irpm,no action
3752,2013,Jan,Kwasi,3972,products,1.54,35%,Ayikple,NJ,,has irpm,add credit
3753,2010,Apr,Kwabena,12304,auto,1.19,24%,Odeneho,IL,,has irpm,add credit
3754,2010,May,Emefa,11609,contents,1.8,60%,Ayikple,MD,loss ratio>40%,has irpm,no action
3755,2011,Mar,Abbie,42350,building,1.83,67%,Ayikple,WI,loss ratio>40%,has irpm,no action
3756,2014,May,Aseda,17240,auto,1.58,30%,Ayikple,MN,,has irpm,add credit
3757,2010,Sep,Bella,11382,products,1.92,27%,Odeneho,TX,,has irpm,add credit
3758,2014,Mar,Janice,21391,auto,1.67,75%,Ayikple,TX,loss ratio>40%,has irpm,add debit
3759,2014,Jul,Francis,18298,auto,1.23,71%,Dedu,WI,loss ratio>40%,has irpm,add debit
3760,2014,Oct,Priscilla,45949,home,1.84,49%,Dedu,PA,loss ratio>40%,has irpm,no action
3761,2014,May,Franca,10407,home,0.67,16%,Dedu,MN,,has irpm,add credit
3762,2013,Oct,Alex,21591,home,1.19,98%,Odeneho,MN,loss ratio>40%,has irpm,add debit
3763,2010,Jun,Ama,21968,contents,0.85,0%,Odeneho,WI,,has irpm,add credit
3764,2015,Apr,Adjoa,29693,building,1.36,53%,Odeneho,TX,loss ratio>40%,has irpm,no action
3765,2015,Mar,Ben,47661,contents,0.59,16%,Ayikple,TN,,has irpm,add credit
3766,2015,May,Dan,39552,contents,1.08,36%,Ayikple,KY,,has irpm,add credit
3767,2010,Oct,Mina,31297,contents,1.93,58%,Dedu,MN,loss ratio>40%,has irpm,no action
3768,2012,Nov,Abena,17392,contents,0.78,59%,Odeneho,FL,loss ratio>40%,has irpm,no action
3769,2011,Apr,David,29245,home,1.47,21%,Odeneho,IL,,has irpm,add credit
3770,2012,Apr,Ekow,38511,products,1.86,79%,Dedu,NY,loss ratio>40%,has irpm,add debit
3771,2015,Jul,Kwasi,5326,home,0.87,35%,Dedu,WI,,has irpm,add credit
3772,2010,Sep,Kwabena,40265,auto,0.86,3%,Ayikple,NC,,has irpm,add credit
3773,2015,Oct,Emefa,6302,building,1.4,5%,Ayikple,WI,,has irpm,add credit
3774,2010,Apr,Abbie,49544,auto,0.92,92%,Odeneho,KY,loss ratio>40%,has irpm,no action
3775,2013,Jan,Aseda,36307,auto,0.99,88%,Dedu,NJ,loss ratio>40%,has irpm,no action
3776,2013,Aug,Bella,12063,products,0.75,75%,Ayikple,TX,loss ratio>40%,has irpm,no action
3777,2012,Feb,Janice,16682,home,1.02,77%,Odeneho,TN,loss ratio>40%,has irpm,add debit
3778,2014,Apr,Francis,47155,products,0.52,43%,Ayikple,VA,loss ratio>40%,has irpm,no action
3779,2011,Mar,Priscilla,17104,home,0.66,26%,Ayikple,MN,,has irpm,add credit
3780,2012,Nov,Franca,49403,building,1.33,15%,Dedu,WI,,has irpm,add credit
3781,2015,Jun,Alex,40720,building,0.67,26%,Odeneho,GA,,has irpm,add credit
3782,2014,Aug,Ama,29391,products,0.95,79%,Odeneho,KY,loss ratio>40%,has irpm,no action
3783,2014,Apr,Adjoa,19298,home,1.43,8%,Ayikple,GA,,has irpm,add credit
3784,2015,Aug,Ben,27215,auto,1.02,82%,Odeneho,SC,loss ratio>40%,has irpm,add debit
3785,2013,Oct,Dan,36323,auto,0.59,18%,Dedu,TN,,has irpm,add credit
3786,2013,Feb,Mina,13289,auto,1.57,70%,Odeneho,VA,loss ratio>40%,has irpm,add debit
3787,2011,Sep,Abena,48734,contents,1.37,23%,Dedu,NC,,has irpm,add credit
3788,2013,Oct,David,22958,building,1.34,24%,Ayikple,TN,,has irpm,add credit
3789,2014,Apr,Ekow,33594,products,1.49,77%,Odeneho,MD,loss ratio>40%,has irpm,add debit
3790,2012,Sep,Kwasi,43458,home,1.82,78%,Odeneho,NY,loss ratio>40%,has irpm,add debit
3791,2015,Oct,Kwabena,9956,auto,1.34,43%,Odeneho,WI,loss ratio>40%,has irpm,no action
3792,2013,May,Emefa,49535,contents,1.88,58%,Ayikple,VA,loss ratio>40%,has irpm,no action
3793,2013,May,Abbie,41150,contents,0.88,24%,Dedu,NJ,,has irpm,add credit
3794,2010,Nov,Aseda,35159,home,1.87,8%,Dedu,MN,,has irpm,add credit
3795,2010,Feb,Bella,4233,contents,0.57,14%,Dedu,VA,,has irpm,add credit
3796,2013,Dec,Janice,45386,home,1.93,20%,Ayikple,NJ,,has irpm,add credit
3797,2014,Dec,Francis,36321,products,1.77,19%,Dedu,VA,,has irpm,add credit
3798,2011,Aug,Priscilla,49798,products,1.95,55%,Ayikple,TN,loss ratio>40%,has irpm,no action
3799,2011,Aug,Franca,38437,auto,1.96,37%,Ayikple,SC,,has irpm,add credit
3800,2015,Jul,Alex,39905,home,0.59,76%,Dedu,NJ,loss ratio>40%,has irpm,no action
3801,2011,Dec,Ama,45556,auto,1.12,92%,Ayikple,TN,loss ratio>40%,has irpm,add debit
3802,2013,Feb,Adjoa,47220,contents,0.87,41%,Dedu,TN,loss ratio>40%,has irpm,no action
3803,2015,Jun,Ben,6780,home,0.77,59%,Odeneho,NJ,loss ratio>40%,has irpm,no action
3804,2013,Apr,Dan,20940,building,1.01,93%,Dedu,GA,loss ratio>40%,has irpm,add debit
3805,2013,Jun,Mina,2981,auto,1.39,10%,Ayikple,NC,,has irpm,add credit
3806,2015,Jan,Abena,7464,auto,1.29,72%,Dedu,NJ,loss ratio>40%,has irpm,add debit
3807,2014,Dec,David,15294,auto,0.97,69%,Odeneho,PA,loss ratio>40%,has irpm,no action
3808,2013,Jul,Ekow,7165,auto,0.89,18%,Dedu,WI,,has irpm,add credit
3809,2012,Oct,Kwasi,45219,auto,0.59,46%,Ayikple,NJ,loss ratio>40%,has irpm,no action
3810,2010,Apr,Kwabena,42341,contents,0.79,36%,Dedu,NC,,has irpm,add credit
3811,2014,Dec,Emefa,6828,building,1.28,56%,Dedu,WI,loss ratio>40%,has irpm,no action
3812,2014,Jul,Abbie,45404,home,1.29,37%,Ayikple,WI,,has irpm,add credit
3813,2011,Jan,Aseda,40840,building,1.72,97%,Dedu,NC,loss ratio>40%,has irpm,add debit
3814,2011,Nov,Bella,9757,products,1.55,20%,Ayikple,SC,,has irpm,add credit
3815,2014,Feb,Janice,49148,products,1.48,29%,Odeneho,SC,,has irpm,add credit
3816,2011,Feb,Francis,39894,contents,1.47,76%,Dedu,NC,loss ratio>40%,has irpm,add debit
3817,2014,Feb,Priscilla,18263,contents,1,52%,Dedu,KY,loss ratio>40%,,no action
3818,2015,Sep,Franca,9112,home,1.02,60%,Dedu,PA,loss ratio>40%,has irpm,no action
3819,2015,Sep,Alex,5806,contents,1.41,87%,Odeneho,MD,loss ratio>40%,has irpm,add debit
3820,2013,Aug,Ama,2294,auto,0.65,44%,Odeneho,VA,loss ratio>40%,has irpm,no action
3821,2011,May,Adjoa,6021,building,1.09,38%,Odeneho,TN,,has irpm,add credit
3822,2011,Oct,Ben,9082,products,1.35,83%,Dedu,MD,loss ratio>40%,has irpm,add debit
3823,2011,Aug,Dan,12313,home,1.01,13%,Ayikple,NC,,has irpm,add credit
3824,2011,Sep,Mina,25159,home,1.25,84%,Dedu,IL,loss ratio>40%,has irpm,add debit
3825,2015,Aug,Abena,26332,contents,1.49,19%,Dedu,KY,,has irpm,add credit
3826,2015,Jul,David,42355,contents,0.5,13%,Odeneho,KY,,has irpm,add credit
3827,2013,Aug,Ekow,9390,auto,0.7,56%,Dedu,FL,loss ratio>40%,has irpm,no action
3828,2015,Sep,Kwasi,20261,building,1.49,95%,Dedu,TN,loss ratio>40%,has irpm,add debit
3829,2013,Oct,Kwabena,28363,contents,1.44,84%,Dedu,IL,loss ratio>40%,has irpm,add debit
3830,2011,Oct,Emefa,48599,contents,1.89,93%,Ayikple,GA,loss ratio>40%,has irpm,add debit
3831,2014,Dec,Abbie,39793,products,0.72,79%,Ayikple,SC,loss ratio>40%,has irpm,no action
3832,2013,Jul,Aseda,32911,contents,1.77,11%,Ayikple,TN,,has irpm,add credit
3833,2014,Jun,Bella,5666,home,1.85,57%,Odeneho,NY,loss ratio>40%,has irpm,no action
3834,2015,Nov,Janice,14454,home,0.76,85%,Odeneho,TX,loss ratio>40%,has irpm,no action
3835,2012,Jun,Francis,11173,contents,1.57,97%,Dedu,FL,loss ratio>40%,has irpm,add debit
3836,2013,Aug,Priscilla,24707,contents,0.98,94%,Dedu,MD,loss ratio>40%,has irpm,no action
3837,2011,Feb,Franca,9617,home,0.65,88%,Odeneho,MN,loss ratio>40%,has irpm,no action
3838,2012,Feb,Alex,15860,auto,1.81,22%,Ayikple,GA,,has irpm,add credit
3839,2014,Dec,Ama,22536,contents,1.85,1%,Dedu,KY,,has irpm,add credit
3840,2011,Aug,Adjoa,35983,home,1.72,85%,Dedu,KY,loss ratio>40%,has irpm,add debit
3841,2012,Feb,Ben,13343,contents,1.37,6%,Odeneho,TX,,has irpm,add credit
3842,2011,Aug,Dan,11260,contents,1.53,92%,Odeneho,NC,loss ratio>40%,has irpm,add debit
